objectid,format,filename,title,description,latitude,longitude,source,identifier,type,language,rights,rightsstatement,youtubeid,vimeoid,creator,date,subject,location
coll001,image/jpeg,test001.jpg,Scultura dedicata a Stradivari sulla panchina,.,45.137298583984375,10.019200325012207,,,,,,,,,,,,
coll002,image/jpeg,test002.jpg,A2A Charging Station,.,45.138099670410156,10.017399787902832,,,,,,,,,,,,
